"UNION","MRGID_EEZ","TERRITORY1","MRGID_TER1","ISO_TER1","UN_TER1","SOVEREIGN1","MRGID_SOV1","ISO_SOV1","UN_SOV1","TERRITORY2","MRGID_TER2","ISO_TER2","UN_TER2","SOVEREIGN2","MRGID_SOV2","ISO_SOV2","UN_SOV2","TERRITORY3","MRGID_TER3","ISO_TER3","UN_TER3","SOVEREIGN3","MRGID_SOV3","ISO_SOV3","UN_SOV3","POL_TYPE","Y_1","x_1","AREA_KM2","id","over","prop","sp_country","species","breeding_country"
"Iceland","5680","Iceland","2129","ISL","352","Iceland","2129","ISL","352",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",64.73246,-18.46504,"865631","236",2.16409847770397e-11,0.00123754433113475,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Joint regime area Iceland / Norway (Jan Mayen)","48975","Iceland","2129","ISL","352","Iceland","2129","ISL","352","Jan Mayen","5343","SJM","744","Norway","2252","NOR","578",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",69.29167,-8.5,"45532","314",1.8868640265686e-11,0.00107900721883021,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Sweden","5694","Sweden","2180","SWE","752","Sweden","2180","SWE","752",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",61.98926,17.07979,"605433","224",1.52246640294784e-11,0.000870625660395175,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Russia","5690","Russia","2240","RUS","643","Russia","2240","RUS","643",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",65.76098,95.46936,"24614858","227",1.04377304152064e-11,0.00059688384046904,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Greenland","8438","Greenland","2260","GRL","304","Denmark","2157","DNK","208",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",75.13542,-36.40807,"4437543","120",7.21899097281488e-12,0.00041281953880391,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"High Seas",NA,"High Seas",NA,NA,NA,"High Seas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80360609375838e-12,0.000160324812563365,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Azores","8361","Azores","2454",NA,NA,"Portugal","2243","PRT","620",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",38.47507,-27.97434,"962788","79",1.97766558031903e-12,0.000113093228104886,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Canada","8493","Canada","2169","CAN","124","Canada","2169","CAN","124",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",64.50915,-94.65701,"15700025","83",8.66602743057218e-13,4.95568627336277e-05,"Fulmarus glacialis_UK","Fulmarus glacialis","UK"
"Macquarie Island","8311","Macquarie Island","8592",NA,NA,"Australia","2147","AUS","36",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-54.87811,158.64993,"475781","53",5.23671031334589e-13,0.224120729716374,"Fulmarus glacialoides_Antarctica","Fulmarus glacialoides","Antarctica"
"Antarctica","8489","Antarctica","1926","ATA","10","Antarctica","1926","ATA","10",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-77.78128,11.74745,"22143430","150",4.30080772501521e-13,0.184065970432564,"Fulmarus glacialoides_Antarctica","Fulmarus glacialoides","Antarctica"
"Heard and McDonald Islands","8388","Heard and McDonald Islands","8631","HMD","334","Australia","2147","AUS","36",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-53.49828,73.73032,"417685","116",3.40472341351581e-13,0.145715353773701,"Fulmarus glacialoides_Antarctica","Fulmarus glacialoides","Antarctica"
"Australia","8323","Australia","2147","AUS","36","Australia","2147","AUS","36",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-26.51236,136.2067,"14557144","321",3.27381056832618e-13,0.140112545782133,"Fulmarus glacialoides_Antarctica","Fulmarus glacialoides","Antarctica"
"Amsterdam and Saint Paul Islands","8386","Amsterdam and Saint Paul Islands","48979","ATF","260","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-38.29427,77.54181,"512252","101",3.06113472941006e-13,0.131010445158111,"Fulmarus glacialoides_Antarctica","Fulmarus glacialoides","Antarctica"
"New Zealand","8455","New Zealand","2227","NZL","554","New Zealand","2227","NZL","554",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-42.70872,77.74731,"4374136","95",1.39439708829736e-13,0.0596774070444845,"Fulmarus glacialoides_Antarctica","Fulmarus glacialoides","Antarctica"
"High Seas",NA,"High Seas",NA,NA,NA,"High Seas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.38951665667051e-13,0.0594685343301101,"Fulmarus glacialoides_Antarctica","Fulmarus glacialoides","Antarctica"
"Kerguélen","8387","Kerguélen","8630","ATF","260","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-48.88353,68.98137,"558170","179",1.18523704707283e-13,0.0507257755312265,"Fulmarus glacialoides_Antarctica","Fulmarus glacialoides","Antarctica"
"Bouvet",NA,"Bouvet","8634","BVT","74","Norway","2252","NOR","578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Landlocked country",-54.42184,3.35837,"51","260",8.66692327850188e-15,0.00370926985329573,"Fulmarus glacialoides_Antarctica","Fulmarus glacialoides","Antarctica"
"Crozet Islands","8385","Crozet Islands","8627","ATF","260","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-46.30699,51.21244,"575742","43",3.25708763789359e-15,0.00139396837799967,"Fulmarus glacialoides_Antarctica","Fulmarus glacialoides","Antarctica"
"Amsterdam and Saint Paul Islands","8386","Amsterdam and Saint Paul Islands","48979","ATF","260","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-38.29427,77.54181,"512252","101",8.99043818062907e-10,0.902507362135745,"Halobaena caerulea_France","Halobaena caerulea","France"
"Kerguélen","8387","Kerguélen","8630","ATF","260","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-48.88353,68.98137,"558170","179",5.0871603981596e-11,0.0510675855777165,"Halobaena caerulea_France","Halobaena caerulea","France"
"Heard and McDonald Islands","8388","Heard and McDonald Islands","8631","HMD","334","Australia","2147","AUS","36",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-53.49828,73.73032,"417685","116",2.36885575600573e-11,0.0237798171421631,"Halobaena caerulea_France","Halobaena caerulea","France"
"High Seas",NA,"High Seas",NA,NA,NA,"High Seas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.26658469858671e-12,0.00829843151167874,"Halobaena caerulea_France","Halobaena caerulea","France"
"Crozet Islands","8385","Crozet Islands","8627","ATF","260","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-46.30699,51.21244,"575742","43",5.88735422435163e-12,0.00591003511088771,"Halobaena caerulea_France","Halobaena caerulea","France"
"Prince Edward Islands","8384","Prince Edward Islands","22598",NA,NA,"South Africa","2176","ZAF","710",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-46.83294,37.80851,"475240","165",5.00025344461466e-12,0.00501951679733766,"Halobaena caerulea_France","Halobaena caerulea","France"
"Bouvet",NA,"Bouvet","8634","BVT","74","Norway","2252","NOR","578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Landlocked country",-54.42184,3.35837,"51","260",1.77942957677729e-12,0.0017862847852108,"Halobaena caerulea_France","Halobaena caerulea","France"
"Macquarie Island","8311","Macquarie Island","8592",NA,NA,"Australia","2147","AUS","36",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-54.87811,158.64993,"475781","53",1.23955926812699e-12,0.00124433463954916,"Halobaena caerulea_France","Halobaena caerulea","France"
"Australia","8323","Australia","2147","AUS","36","Australia","2147","AUS","36",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-26.51236,136.2067,"14557144","321",2.97136702144578e-13,0.000298281413940442,"Halobaena caerulea_France","Halobaena caerulea","France"
"Antarctica","8489","Antarctica","1926","ATA","10","Antarctica","1926","ATA","10",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-77.78128,11.74745,"22143430","150",5.80699326872293e-14,5.82936456666503e-05,"Halobaena caerulea_France","Halobaena caerulea","France"
"New Zealand","8455","New Zealand","2227","NZL","554","New Zealand","2227","NZL","554",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-42.70872,77.74731,"4374136","95",2.9575716381496e-14,2.9689656097353e-05,"Halobaena caerulea_France","Halobaena caerulea","France"
"South Georgia and the South Sandwich Islands","8383","South Georgia and the South Sandwich Islands","8624","SGS","239","United Kingdom","2208","GBR","826","South Georgia and the South Sandwich Islands","8624","SGS","239","Argentina","2149","ARG","32",NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-56.51867,-31.27742,"1241743","144",3.66173333617437e-16,3.67584007328552e-07,"Halobaena caerulea_France","Halobaena caerulea","France"
"South Georgia and the South Sandwich Islands","8383","South Georgia and the South Sandwich Islands","8624","SGS","239","United Kingdom","2208","GBR","826","South Georgia and the South Sandwich Islands","8624","SGS","239","Argentina","2149","ARG","32",NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-56.51867,-31.27742,"1241743","144",1.96007146693155e-11,0.660810818317464,"Halobaena caerulea_UK","Halobaena caerulea","UK"
"Falkland Islands","8389","Falkland / Malvinas Islands","8623","FLK","238","United Kingdom","2208","GBR","826","Falkland / Malvinas Islands","8623","FLK","238","Argentina","2149","ARG","32",NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-51.66866,-58.346,"562944","108",5.95835569221206e-12,0.200877670392346,"Halobaena caerulea_UK","Halobaena caerulea","UK"
"High Seas",NA,"High Seas",NA,NA,NA,"High Seas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86062678118278e-12,0.0627284426410009,"Halobaena caerulea_UK","Halobaena caerulea","UK"
"Bouvet",NA,"Bouvet","8634","BVT","74","Norway","2252","NOR","578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Landlocked country",-54.42184,3.35837,"51","260",8.20490593869683e-13,0.0276616985606955,"Halobaena caerulea_UK","Halobaena caerulea","UK"
"Argentina","8466","Argentina","2149","ARG","32","Argentina","2149","ARG","32",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-39.07352,-64.21943,"3851647","207",5.32106782224418e-13,0.0179392396719313,"Halobaena caerulea_UK","Halobaena caerulea","UK"
"Antarctica","8489","Antarctica","1926","ATA","10","Antarctica","1926","ATA","10",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-77.78128,11.74745,"22143430","150",4.71022936595398e-13,0.0158798828220874,"Halobaena caerulea_UK","Halobaena caerulea","UK"
"Chile","8465","Chile","2165","CHL","152","Chile","2165","CHL","152",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-40.31881,-74.67069,"3244212","104",3.88306144961386e-13,0.0130912013025388,"Halobaena caerulea_UK","Halobaena caerulea","UK"
"New Zealand","8455","New Zealand","2227","NZL","554","New Zealand","2227","NZL","554",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-42.70872,77.74731,"4374136","95",2.99892636990635e-14,0.00101104629193648,"Halobaena caerulea_UK","Halobaena caerulea","UK"
"Ceuta","49002","Ceuta","14864",NA,NA,"Spain","2185","ESP","724","Ceuta","14864",NA,NA,"Morocco","2221","MAR","504",NA,"0",NA,NA,NA,"0",NA,NA,"Overlapping claim",35.87852,-5.31943,"53","282",2.03951472599329e-07,0.307333989225601,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Perejil Island","48998","Perejil Island","48994",NA,NA,"Spain","2185","ESP","724","Perejil Island","48994",NA,NA,"Morocco","2221","MAR","504",NA,"0",NA,NA,NA,"0",NA,NA,"Overlapping claim",35.91444,-5.41983,"1","292",2.03951472599329e-07,0.307333989225601,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Gibraltar","8365","Gibraltar","3344","GIB","292","United Kingdom","2208","GIB","826","Spain","2185","ESP","724","Spain","2185","ESP","724",NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",36.08911,-5.22177,"395","299",2.03951472599329e-07,0.307333989225601,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Azores","8361","Azores","2454",NA,NA,"Portugal","2243","PRT","620",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",38.47507,-27.97434,"962788","79",2.20381723559202e-08,0.0332092695338971,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Morocco","8367","Morocco","2221","MAR","504","Morocco","2221","MAR","504",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",32.24737,-7.75325,"686692","161",4.54335172904432e-09,0.00684636592002141,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Spain","5693","Spain","2185","ESP","724","Spain","2185","ESP","724",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",41.09913,-3.84711,"1060248","279",3.76831447579697e-09,0.00567846412552491,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Bahamas","8404","Bahamas","2144","BHS","44","Bahamas","2144","BHS","44",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",25.0992,-75.59989,"633060","111",2.74491960681904e-09,0.0041363128302808,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Portugal","5688","Portugal","2243","PRT","620","Portugal","2243","PRT","620",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",38.62323,-10.26364,"404204","51",2.42418495574316e-09,0.00365299854702636,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Madeira","8363","Madeira","4956",NA,NA,"Portugal","2243","PRT","620",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",33.17225,-16.81115,"453616","166",1.99449633065195e-09,0.00300550177933409,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Joint regime area Spain / France","48966","France","17","FRA","250","France","17","FRA","250","Spain","2185","ESP","724","Spain","2185","ESP","724",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",45.25417,-5.33333,"2859","305",1.68148359125375e-09,0.00253382362643018,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Cayman Islands","8407","Cayman Islands","8638","CYM","136","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",19.15407,-81.13855,"118567","134",1.2858968834184e-09,0.00193771495678353,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Joint regime area Honduras / Cayman Islands","48972","Honduras","2103","HND","340","Honduras","2103","HND","340","Cayman Islands","8638","CYM","136","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",18.70111,-83.94222,"2075","311",1.24539578649774e-09,0.00187668395011317,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Turks and Caicos Islands","8405","Turks and Caicos Islands","2211","TCA","796","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",22.79862,-70.864,"92017","46",1.17276042696512e-09,0.00176722989950256,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Bermuda","8402","Bermuda","8636","BMU","60","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",32.36898,-64.80692,"464453","171",8.71072283445374e-10,0.00131261675320702,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Overlapping claim: Puerto Rico / Dominican Republic","48982","Puerto Rico","8641","PRI","630","United States","2204","USA","840","Dominican Republic","8640","DOM","214","Dominican Republic","8640","DOM","214",NA,"0",NA,NA,NA,"0",NA,NA,"Overlapping claim",20.89448,-66.84125,"18297","157",7.68322350186423e-10,0.00115778312303669,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"United States","8456","United States","2204","USA","840","United States","2204","USA","840",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",38.45695,-98.38831,"10392557","113",5.64999936092772e-10,0.000851397060577896,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Cuba","8406","Cuba","8637","CUB","192","Cuba","8637","CUB","192",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",21.60608,-80.93245,"462964","17",5.60433032564061e-10,0.000844515204506944,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Dominican Republic","8409","Dominican Republic","8640","DOM","214","Dominican Republic","8640","DOM","214",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",19.10902,-69.77134,"398852","170",5.05804881759158e-10,0.000762196173921314,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"British Virgin Islands","8411","British Virgin Islands","8653","VGB","92","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",20.38607,-64.505,"81722","16",4.39139648256148e-10,0.00066173849203251,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Serranilla Bank","48984","Serranilla Bank","5772",NA,NA,"Colombia","2175","COL","170",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",15.79723,-79.85556,"1553","38",4.28636071081456e-10,0.000645910676557116,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Joint regime area Ecuador / Colombia","48974","Ecuador","2166","ECU","218","Ecuador","2166","ECU","218","Colombia","2175","COL","170","Colombia","2175","COL","170",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",1.46058,-81.43712,"18663","313",4.06772011907197e-10,0.000612963777762761,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"France","5677","France","17","FRA","250","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",46.36162,0.81913,"894295","167",3.57018862392425e-10,0.000537990875032355,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Joint regime area Costa Rica / Ecuador (Galapagos)","48968","Costa Rica","2162","CRI","188","Costa Rica","2162","CRI","188","Galapagos","5660",NA,NA,"Ecuador","2166","ECU","218",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",3.22641,-88.84132,"17337","307",2.78169237644121e-10,0.000419172562940806,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Joint regime area Colombia / Jamaica","21792","Jamaica","8682","JAM","388","Jamaica","8682","JAM","388","Colombia","2175","COL","170","Colombia","2175","COL","170",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",15.47035,-79.14572,"15247","310",2.65967192714101e-10,0.000400785330442512,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Colombia","8426","Colombia","2175","COL","170","Colombia","2175","COL","170",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",5.73575,-75.02012,"1855095","91",2.36792446627289e-10,0.000356821974918629,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Honduras","8427","Honduras","2103","HND","340","Honduras","2103","HND","340",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",16.18527,-84.81067,"320588","216",2.34804047999787e-10,0.000353825661753675,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Mexico","8429","Mexico","2224","MEX","484","Mexico","2224","MEX","484",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",22.34985,-104.26398,"5138726","50",2.3389319977335e-10,0.00035245310672653,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Bajo Nuevo Bank","48985","Bajo Nuevo Bank","48983",NA,NA,"Colombia","2175","COL","170",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",15.85001,-78.63333,"1553","293",2.31730495903193e-10,0.00034919413340578,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Anguilla","8412","Anguilla","8643","AIA","660","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",20.01639,-62.54376,"90247","239",2.27738190409063e-10,0.000343178137747201,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Jamaica","8459","Jamaica","8682","JAM","388","Jamaica","8682","JAM","388",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",16.73015,-77.29169,"267912","76",2.08438869758837e-10,0.000314096037337805,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Jersey","21789","Jersey","4378","JEY","832","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",49.12631,-2.1881,"2402","99",1.80259641198097e-10,0.00027163282480741,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Costa Rica","8424","Costa Rica","2162","CRI","188","Costa Rica","2162","CRI","188",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",7.00015,-86.31942,"632868","142",1.774520967451e-10,0.000267402142745295,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
"Puerto Rico","33179","Puerto Rico","8641","PRI","630","United States","2204","USA","840",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",17.82148,-66.76937,"163631","75",1.68107053367816e-10,0.000253320119095145,"Hydrobates castro_Portugal","Hydrobates castro","Portugal"
